name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White population,Black population,American Indian population,Asian population,Hispanic or Latino population,High school or higher,Graduate or professional degree,Unemployed,average_price,review_count_binned
Corfu Grill,40.7208696,-73.84632629999999,11375,Forest Hills,NY,$$,3.5,360,"greek,mediterranean",1,Full Bar,1,Street,1,0,0,Casual,Casual,2,25.0,17.0,20.0,46.0,32.0,11.0,15.0,15.0,0.5479155987198493,0.024647058008562046,0.0007342855955333269,0.23962648415744192,0.11535211072472602,0.95,0.289,0.042,20,Meadium to Large Reviews
Exo Cafe,40.7209,-73.846475,11375,Forest Hills,NY,$$,3.5,454,"newamerican,burgers",1,Full Bar,1,"Garage, Street",1,1,0,Trendy,Casual,2,24.0,16.0,20.0,46.0,34.0,11.0,15.0,15.0,0.5479155987198493,0.024647058008562046,0.0007342855955333269,0.23962648415744192,0.11535211072472602,0.95,0.289,0.042,20,Meadium to Large Reviews
Tropix On The Mile,40.628890000000006,-73.58077,11520,Freeport,NY,$$,3.0,213,"bars,danceclubs,seafood",1,Full Bar,1,"Street, Private Lot",1,1,0,Casual,Casual,2,1.0,6.0,4.0,19.0,18.0,10.0,7.0,10.0,0.2283464566929134,0.30462739435507524,0.0021433567222435305,0.015116305304243847,0.4071926539268551,0.812,0.11800000000000001,0.052000000000000005,20,Medium No Reviews
El Coyote - Forest Hills,40.72108,-73.84654,11375,Forest Hills,NY,$$,3.0,243,"mexican,cocktailbars",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,24.0,16.0,20.0,47.0,34.0,11.0,15.0,15.0,0.5479155987198493,0.024647058008562046,0.0007342855955333269,0.23962648415744192,0.11535211072472602,0.95,0.289,0.042,20,Medium No Reviews
Agora Taverna,40.72100937,-73.84680782,11375,Forest Hills,NY,$$,3.5,533,"greek,seafood",1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,24.0,16.0,20.0,46.0,34.0,11.0,15.0,16.0,0.5479155987198493,0.024647058008562046,0.0007342855955333269,0.23962648415744192,0.11535211072472602,0.95,0.289,0.042,20,Meadium to Large Reviews
Applebee's Grill + Bar,40.735443,-73.675574,11040,New Hyde Park,NY,$$,3.0,88,"tradamerican,sportsbars,burgers",1,Full Bar,0,Private Lot,1,0,0,Casual,Casual,2,3.0,6.0,1.0,1.0,12.0,2.0,2.0,4.0,0.5361414208795922,0.01310334969266689,0.0018582932291418498,0.310978224615238,0.08643445942726449,0.9259999999999999,0.205,0.037000000000000005,20,Small No Reviews
Atlantis Diner,40.6431786,-73.9141128,11236,Brooklyn,NY,$$,3.5,17,"newamerican,diners,breakfast_brunch",1,Full Bar,0,Street,1,0,0,Casual,Casual,2,2.0,6.0,2.0,5.0,8.0,2.0,3.0,3.0,0.04991919908557014,0.7604647037956722,0.0019707540104844114,0.02285089275156675,0.07250404004572149,0.857,0.092,0.066,20,Small No Reviews
Chili's,40.7094545,-73.86917640000001,11385,Glendale,NY,$$,2.5,280,"tradamerican,tex-mex,bars",1,Full Bar,0,Garage,1,1,0,Casual,Casual,2,2.0,1.0,6.0,4.0,14.0,4.0,7.0,4.0,0.4386670990138669,0.016146260514620328,0.0014782459419764625,0.05947317222042078,0.4116771892345547,0.82,0.083,0.047,20,Medium No Reviews
Fontanas Pasta & Heros,40.62066922,-73.91739772,11234,New York,NY,$$,4.0,37,"italian,beerbar,sandwiches",1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,4,11.0,2.0,4.0,16.0,25.0,2.0,4.0,9.0,0.3986132320772628,0.3668847249164225,0.0016715506211564654,0.042015766230550165,0.07810887779107681,0.895,0.139,0.073,20,Small No Reviews
Patoug Restaurant,40.7486085,-73.7577606,11364,Oakland Gardens,NY,$$,3.0,38,persian,1,Full Bar,0,Street,1,1,0,Casual,Casual,4,6.0,3.0,12.0,5.0,24.0,4.0,2.0,7.0,0.39793652132355006,0.02060667397599168,0.0004216918276123809,0.45548339939838633,0.08118973320963706,0.903,0.19,0.039,20,Small No Reviews
Fisherman's Catch,40.59413,-73.57987,11569,Point Lookout,NY,$$$,3.0,209,"seafood,bars,salad",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,4.0,1.0,6.0,2.0,18.0,1.0,3.0,10.0,1.065008025682183,0.004815409309791332,0.0,0.012841091492776886,0.03290529695024077,1.002,0.203,0.01,45,Medium No Reviews
Gino's Pizzeria,40.75081323,-73.75566435,11364,Oakland Gardens,NY,$$,3.5,176,"pizza,italian",1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,6.0,3.0,12.0,4.0,25.0,4.0,1.0,9.0,0.39793652132355006,0.02060667397599168,0.0004216918276123809,0.45548339939838633,0.08118973320963706,0.903,0.19,0.039,20,Medium No Reviews
Seabreeze Food,40.63887298,-73.9193932,11236,Brooklyn,NY,$$,3.5,137,seafood,1,No,0,Street,1,0,0,Casual,Casual,2,4.0,1.0,1.0,4.0,9.0,1.0,2.0,7.0,0.04991919908557014,0.7604647037956722,0.0019707540104844114,0.02285089275156675,0.07250404004572149,0.857,0.092,0.066,20,Small No Reviews
Tavern 18 Restaurant & Bar,40.7494355,-73.7077885,11040,New Hyde Park,NY,$$,3.5,329,"comfortfood,sportsbars,burgers",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,1.0,6.0,12.0,4.0,11.0,1.0,7.0,1.0,0.5361414208795922,0.01310334969266689,0.0018582932291418498,0.310978224615238,0.08643445942726449,0.9259999999999999,0.205,0.037000000000000005,20,Meadium to Large Reviews
Luigi's Restaurant & Bar,40.7494655,-73.7077316,11040,New Hyde Park,NY,$$,4.0,523,italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,1.0,6.0,1.0,5.0,10.0,2.0,7.0,1.0,0.5361414208795922,0.01310334969266689,0.0018582932291418498,0.310978224615238,0.08643445942726449,0.9259999999999999,0.205,0.037000000000000005,20,Meadium to Large Reviews
The Bayhouse,40.56482552,-73.91172119,11697,Breezy Point,NY,$$,3.0,33,"bars,tradamerican",1,Full Bar,1,Private Lot,0,1,0,Casual,Casual,4,2.0,1.0,2.0,19.0,18.0,10.0,7.0,1.0,0.9887048192771084,0.0012550200803212851,0.000502008032128514,0.006024096385542169,0.02208835341365462,0.9790000000000001,0.218,0.031,20,Small No Reviews
New Lake Pavilion,40.74259949,-73.82497692,11355,Flushing,NY,$$,3.0,390,"dimsum,seafood",1,Beer & Wine Only,0,"Street, Private Lot",1,1,0,Casual,Casual,3,7.0,4.0,12.0,2.0,21.0,10.0,7.0,5.0,0.09334887745781453,0.029205326666987164,0.0010936974183933465,0.7291716744387289,0.15603817124176722,0.7070000000000001,0.08,0.05,20,Meadium to Large Reviews
The Pike,40.75188561,-73.70254761,11040,New Hyde Park,NY,$$,4.0,294,"newamerican,breakfast_brunch,comfortfood",1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,2,5.0,2.0,3.0,6.0,15.0,6.0,1.0,1.0,0.5361414208795922,0.01310334969266689,0.0018582932291418498,0.310978224615238,0.08643445942726449,0.9259999999999999,0.205,0.037000000000000005,20,Medium No Reviews
Woodhaven House,40.72184934,-73.86728826,11374,Rego Park,NY,$$,3.5,122,"pubs,irish,tradamerican",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,3.0,3.0,5.0,4.0,16.0,1.0,4.0,3.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,20,Small No Reviews
Revel Restaurant,40.7271737,-73.63482274,11530,Garden City,NY,$$$,4.0,396,"cocktailbars,newamerican,venues",1,Full Bar,1,"Street, Private Lot",1,1,0,Trendy,Casual,2,20.0,14.0,18.0,17.0,7.0,5.0,4.0,3.0,0.8380728066225624,0.014720653943403415,0.00020782099684804822,0.03494856430328011,0.04679436112361886,0.991,0.33299999999999996,0.039,45,Meadium to Large Reviews
Novitâˆ_Â°,40.72760404,-73.63516317,11530,Garden City,NY,$$,3.5,394,"wine_bars,italian",1,Full Bar,1,Private Lot,1,1,0,Trendy,Casual,2,21.0,16.0,18.0,17.0,6.0,5.0,4.0,3.0,0.8380728066225624,0.014720653943403415,0.00020782099684804822,0.03494856430328011,0.04679436112361886,0.991,0.33299999999999996,0.039,20,Meadium to Large Reviews
London Lennie's,40.72213445,-73.86756188,11374,Rego Park,NY,$$$,3.5,511,"seafood,bars,steak",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,3.0,3.0,5.0,5.0,16.0,1.0,2.0,3.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,45,Meadium to Large Reviews
Kung Fu Xiao Long Bao,40.74337769,-73.82577515,11355,Flushing,NY,$$,4.0,639,"shanghainese,dimsum,seafood",0,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,7.0,4.0,12.0,2.0,21.0,10.0,7.0,4.0,0.09334887745781453,0.029205326666987164,0.0010936974183933465,0.7291716744387289,0.15603817124176722,0.7070000000000001,0.08,0.05,20,large Number of Reviews
Your Mother's House,40.7419963,-73.66135279999999,11040,New Hyde Park,NY,$$,3.0,365,"sportsbars,tradamerican,breakfast_brunch",1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,2,19.0,7.0,3.0,4.0,6.0,1.0,2.0,1.0,0.5361414208795922,0.01310334969266689,0.0018582932291418498,0.310978224615238,0.08643445942726449,0.9259999999999999,0.205,0.037000000000000005,20,Meadium to Large Reviews
La Gringa Bar and Grill,40.723475,-73.868923,11374,Rego Park,NY,$$,4.0,137,"mexican,sportsbars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,4.0,2.0,7.0,12.0,23.0,1.0,7.0,7.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,20,Small No Reviews
Pollos Mario,40.7237,-73.86921,11374,Middle Village,NY,$$,3.5,166,"seafood,steak,latin",1,Full Bar,0,Street,1,0,0,Casual,Casual,2,4.0,2.0,7.0,12.0,24.0,1.0,7.0,7.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,20,Medium No Reviews
Jimmy's Trattoria,40.75857379999999,-73.7682438,11361,Bayside,NY,$$,4.0,122,italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,15.0,13.0,8.0,25.0,16.0,6.0,5.0,24.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Small No Reviews
Uncle Bacala's Italian Seafood and More,40.742656,-73.659204,11040,Garden City Park,NY,$$,4.0,219,"italian,seafood,pizza",1,Full Bar,1,Valet,1,1,0,Casual,Casual,2,19.0,7.0,3.0,5.0,8.0,2.0,3.0,2.0,0.5361414208795922,0.01310334969266689,0.0018582932291418498,0.310978224615238,0.08643445942726449,0.9259999999999999,0.205,0.037000000000000005,20,Medium No Reviews
Marani,40.731202,-73.859833,11374,Rego Park,NY,$$,4.5,195,"mediterranean,kosher,georgian",1,Full Bar,0,Street,1,1,0,Classy,Casual,2,23.0,14.0,7.0,25.0,28.0,13.0,4.0,14.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,20,Medium No Reviews
Veranda Restaurant & Cafe,40.75895,-73.77538,11361,Bayside,NY,$$,4.0,276,"mediterranean,tradamerican,greek",1,Full Bar,1,"Valet, Street",1,1,0,Casual,Casual,2,6.0,5.0,1.0,8.0,5.0,3.0,2.0,10.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Medium No Reviews
BlackSea Fish & Grill,40.7301,-73.863538,11374,Rego Park,NY,$$,4.0,311,"mediterranean,turkish,seafood",1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,24.0,14.0,8.0,41.0,26.0,14.0,5.0,16.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,20,Meadium to Large Reviews
Barosa,40.726197,-73.869795,11374,Rego Park,NY,$$,4.0,296,"italian,seafood,pizza",1,Full Bar,0,Valet,1,1,0,Casual,Casual,2,6.0,1.0,6.0,12.0,24.0,2.0,7.0,7.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,20,Medium No Reviews
Antica Trattoria,40.70471419,-73.89617778,11385,Ridgewood,NY,$$,4.0,113,italian,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,16.0,6.0,7.0,31.0,27.0,15.0,3.0,9.0,0.4386670990138669,0.016146260514620328,0.0014782459419764625,0.05947317222042078,0.4116771892345547,0.82,0.083,0.047,20,Small No Reviews
Previti Pizza & Papazzio Dining West,40.75142258,-73.67432295,11040,New Hyde Park,NY,$$,4.5,52,"pizza,italian",1,Beer & Wine Only,0,Private Lot,1,0,0,Casual,Casual,2,3.0,2.0,3.0,7.0,9.0,10.0,1.0,6.0,0.5361414208795922,0.01310334969266689,0.0018582932291418498,0.310978224615238,0.08643445942726449,0.9259999999999999,0.205,0.037000000000000005,20,Small No Reviews
Ridgewood Eats,40.700747799999995,-73.90393470000001,11385,Ridgewood,NY,$$,2.5,302,"diners,breakfast_brunch,mediterranean",1,No,0,Street,1,0,0,Casual,Casual,2,24.0,10.0,21.0,53.0,50.0,22.0,13.0,12.0,0.4386670990138669,0.016146260514620328,0.0014782459419764625,0.05947317222042078,0.4116771892345547,0.82,0.083,0.047,20,Meadium to Large Reviews
Kennedy's Restaurant,40.56121434,-73.92084916,11697,Breezy Point,NY,$$$,3.5,83,newamerican,1,Full Bar,0,Private Lot,0,1,0,Casual,Casual,2,1.0,6.0,1.0,1.0,18.0,10.0,7.0,1.0,0.9887048192771084,0.0012550200803212851,0.000502008032128514,0.006024096385542169,0.02208835341365462,0.9790000000000001,0.218,0.031,45,Small No Reviews
Miller's Ale House - Queens,40.733779,-73.863555,11374,Rego Park,NY,$$,3.0,455,"sportsbars,newamerican,seafood",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,26.0,10.0,9.0,33.0,43.0,12.0,3.0,8.0,0.5188569340064417,0.024601959933298306,0.0010964661808712337,0.26449962308975034,0.15999269022546087,0.912,0.19399999999999998,0.048,20,Meadium to Large Reviews
Alley Pond Sports Bar & Grill,40.7642123,-73.7486747,11362,Douglaston,NY,$$,3.5,64,"sportsbars,newamerican,breakfast_brunch",1,Beer & Wine Only,1,Private Lot,0,1,0,Casual,Casual,2,2.0,6.0,3.0,4.0,12.0,1.0,3.0,4.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,20,Small No Reviews
Fiamma 41,40.763566,-73.769942,11361,Bayside,NY,$$,4.0,346,"bars,italian,pizza",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,16.0,14.0,24.0,33.0,10.0,9.0,10.0,18.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Meadium to Large Reviews
Sonora,40.68242959,-73.91996691,11233,Brooklyn,NY,$$,3.5,100,"bars,mexican",1,Full Bar,0,Street,1,0,0,Casual,Casual,2,15.0,1.0,3.0,22.0,31.0,4.0,7.0,18.0,0.0182255376123726,0.7363718337568653,0.0034565674782085962,0.007514277126540427,0.13300270513976556,0.763,0.071,0.077,20,Small No Reviews
Recovery Room,40.74086,-73.64066,11501,Mineola,NY,$$,4.0,53,irish_pubs,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,15.0,8.0,7.0,11.0,15.0,4.0,2.0,6.0,0.7045756986385505,0.016634251202784316,0.0006653700481113727,0.08097041662401475,0.15846043607329308,0.889,0.18899999999999997,0.027000000000000003,20,Small No Reviews
Centre Pizzeria and Restaurant,40.76447,-73.726049,11362,Little Neck,NY,$,3.5,158,"pizza,italian",1,Beer & Wine Only,0,Private Lot,1,1,0,Casual,Casual,2,3.0,2.0,12.0,3.0,15.0,2.0,7.0,3.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,10,Medium No Reviews
Papazzio Restaurant,40.764232,-73.771625,11361,Bayside,NY,$$,4.0,148,"italian,jazzandblues,wine_bars",1,Full Bar,0,"Valet, Street",1,1,0,"Intimate, Romantic",Casual,2,12.0,13.0,23.0,33.0,9.0,6.0,9.0,15.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Small No Reviews
D'Alessandro's Corner Grill,40.76439697,-73.77128899,11361,Bayside,NY,$$,3.0,202,"tradamerican,italian",1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,12.0,13.0,23.0,33.0,9.0,6.0,9.0,15.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Medium No Reviews
Brian Dempsey's,40.76425934,-73.77133179,11361,Bayside,NY,$$,3.5,142,"sportsbars,newamerican,beer_and_wine",1,Full Bar,0,Street,1,0,0,Casual,Casual,2,12.0,12.0,23.0,32.0,9.0,6.0,9.0,15.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Small No Reviews
Fino Wine & Tapas,40.764959999999995,-73.77136999999999,11361,Bayside,NY,$$$,4.0,332,"tapas,wine_bars",1,Full Bar,0,"Valet, Street",1,1,0,Romantic,Casual,2,8.0,10.0,22.0,33.0,11.0,7.0,7.0,16.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,45,Meadium to Large Reviews
Le Fatima Bar & Grill Restaurant,40.68728666,-73.91856865,11221,Brooklyn,NY,$,5.0,3,"spanish,bars,latin",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,17.0,1.0,5.0,27.0,35.0,11.0,2.0,19.0,0.04365372658055585,0.48022618754326074,0.002416734124051197,0.018383603749457408,0.3656307558746583,0.7390000000000001,0.086,0.12,10,Small No Reviews
Olive Garden Italian Restaurant,40.73407519,-73.8690141,11373,Elmhurst,NY,$$,2.5,323,"italian,salad",1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,2,14.0,5.0,11.0,27.0,36.0,11.0,3.0,12.0,0.07440740400608158,0.012826399730614994,0.0015203926490546015,0.4817910021326313,0.43647513800879584,0.731,0.083,0.048,20,Meadium to Large Reviews
Bed-Stuy Fish Fry,40.68528592,-73.92075124,11233,Brooklyn,NY,$$,3.0,314,seafood,1,No,1,Street,1,0,0,Casual,Casual,2,17.0,1.0,4.0,29.0,33.0,10.0,1.0,21.0,0.0182255376123726,0.7363718337568653,0.0034565674782085962,0.007514277126540427,0.13300270513976556,0.763,0.071,0.077,20,Meadium to Large Reviews
Joe's Restaurant,40.707518,-73.903177,11385,Ridgewood,NY,$$,4.0,160,italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,3.0,1.0,6.0,16.0,31.0,5.0,4.0,17.0,0.4386670990138669,0.016146260514620328,0.0014782459419764625,0.05947317222042078,0.4116771892345547,0.82,0.083,0.047,20,Medium No Reviews
The Cheesecake Factory,40.73446757,-73.86903924,11373,Elmhurst,NY,$$,2.5,506,"desserts,newamerican",1,Full Bar,0,Garage,1,0,0,Casual,Casual,2,13.0,5.0,10.0,27.0,37.0,12.0,3.0,12.0,0.07440740400608158,0.012826399730614994,0.0015203926490546015,0.4817910021326313,0.43647513800879584,0.731,0.083,0.048,20,Meadium to Large Reviews
Kabul Kabab House,40.753857,-73.827635,11355,Flushing,NY,$$,4.0,428,"afghani,halal",0,No,0,Street,1,0,0,Casual,Casual,2,15.0,14.0,3.0,41.0,24.0,11.0,7.0,20.0,0.09334887745781453,0.029205326666987164,0.0010936974183933465,0.7291716744387289,0.15603817124176722,0.7070000000000001,0.08,0.05,20,Meadium to Large Reviews
Maria's Mediterranean,40.7661182,-73.7721149,11361,Bayside,NY,$$,4.0,299,"seafood,greek,mediterranean",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,6.0,7.0,22.0,33.0,13.0,7.0,11.0,20.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Medium No Reviews
Dumpling Galaxy,40.75458816,-73.82777655,11355,Flushing,NY,$$,3.5,279,"chinese,seafood",1,Beer & Wine Only,0,"Garage, Street, Validated",1,0,0,Casual,Casual,2,20.0,17.0,7.0,47.0,24.0,13.0,7.0,26.0,0.09334887745781453,0.029205326666987164,0.0010936974183933465,0.7291716744387289,0.15603817124176722,0.7070000000000001,0.08,0.05,20,Medium No Reviews
Toskana Pizzeria Restaurant,40.76787779,-73.73816518,11362,Little Neck,NY,$$,4.5,140,"italian,pizza,sandwiches",1,Beer & Wine Only,1,"Street, Private Lot",1,1,0,Casual,Casual,2,12.0,6.0,1.0,11.0,15.0,3.0,1.0,16.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,20,Small No Reviews
Applebee's Grill + Bar,40.73462,-73.87094,11373,Elmhurst,NY,$$,2.5,106,"tradamerican,sportsbars,burgers",1,Full Bar,0,Street,1,0,0,Casual,Casual,3,13.0,6.0,9.0,24.0,30.0,12.0,1.0,11.0,0.07440740400608158,0.012826399730614994,0.0015203926490546015,0.4817910021326313,0.43647513800879584,0.731,0.083,0.048,20,Small No Reviews
IL Toscano Ristorante,40.768352,-73.748397,11363,Douglaston,NY,$$$,4.0,154,"italian,seafood",1,Full Bar,1,Street,1,1,0,Intimate,Dressy,2,2.0,6.0,3.0,6.0,7.0,1.0,3.0,8.0,0.521665582303188,0.009108653220559532,0.0007807417046193884,0.2835393623942746,0.07846454131424854,0.966,0.233,0.047,45,Medium No Reviews
Park Side Restaurant,40.743843,-73.85611800000001,11368,Corona,NY,$$$,4.0,604,italian,1,Full Bar,0,Street,1,1,0,Classy,Casual,2,10.0,3.0,12.0,27.0,16.0,3.0,1.0,6.0,0.05040924242159823,0.09084483691384095,0.0017189926877366887,0.0945358719743111,0.707605451911834,0.603,0.035,0.048,45,large Number of Reviews
Eric's Italian Bistro,40.740500899999994,-73.6309061,11501,Mineola,NY,$$,4.0,43,italian,1,Full Bar,0,Street,1,1,0,Casual,Casual,4,1.0,1.0,2.0,7.0,13.0,1.0,1.0,2.0,0.7045756986385505,0.016634251202784316,0.0006653700481113727,0.08097041662401475,0.15846043607329308,0.889,0.18899999999999997,0.027000000000000003,20,Small No Reviews
Vaqueros,40.6994,-73.91375,11237,Brooklyn,NY,$$,2.5,13,"bars,mexican",1,Full Bar,0,Street,1,0,0,Casual,Casual,2,18.0,4.0,22.0,35.0,38.0,15.0,3.0,22.0,0.10593788454827631,0.06577038220654949,0.0013774863628850074,0.061601190148217536,0.6658218083640972,0.598,0.06,0.096,20,Small No Reviews
LN1380,40.76910562,-73.73699622,11362,Little Neck,NY,$$,3.0,237,"seafood,dimsum,cantonese",1,Beer & Wine Only,0,"Street, Private Lot",1,1,0,Casual,Casual,2,11.0,5.0,1.0,19.0,18.0,3.0,2.0,16.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,20,Medium No Reviews
The Black Sheep Ale House,40.742932200000006,-73.6348522,11501,Mineola,NY,$$,4.5,164,bars,1,Full Bar,0,"Street, Private Lot",1,0,0,Casual,Casual,2,7.0,3.0,4.0,12.0,14.0,3.0,1.0,5.0,0.7045756986385505,0.016634251202784316,0.0006653700481113727,0.08097041662401475,0.15846043607329308,0.889,0.18899999999999997,0.027000000000000003,20,Medium No Reviews
Manny's,40.68356323,-73.9264679,11233,Brooklyn,NY,$$,3.5,260,"cafes,coffee,newamerican",1,No,1,Street,1,0,0,Casual,Casual,2,13.0,1.0,4.0,26.0,24.0,7.0,4.0,18.0,0.0182255376123726,0.7363718337568653,0.0034565674782085962,0.007514277126540427,0.13300270513976556,0.763,0.071,0.077,20,Medium No Reviews
Trattoria 35,40.76893397,-73.77430849,11361,Bayside,NY,$$,4.0,368,"pizza,italian",1,Full Bar,1,Valet,1,1,0,Romantic,Casual,2,3.0,2.0,6.0,13.0,16.0,4.0,5.0,9.0,0.4490283101338175,0.034530293860533925,0.0005715822742250017,0.3393517584560554,0.12272207652477977,0.898,0.179,0.051,20,Meadium to Large Reviews
Red Lobster,40.7350927,-73.87456740000002,11373,Elmhurst,NY,$$,2.5,322,"seafood,tradamerican",1,Full Bar,0,"Garage, Street",1,0,0,Casual,Casual,2,14.0,7.0,7.0,25.0,27.0,19.0,1.0,16.0,0.07440740400608158,0.012826399730614994,0.0015203926490546015,0.4817910021326313,0.43647513800879584,0.731,0.083,0.048,20,Meadium to Large Reviews
Estrella Del Mar,40.70476532,-73.91144562,11385,Ridgewood,NY,$$,2.5,48,"latin,seafood",1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,4,5.0,6.0,19.0,25.0,35.0,6.0,2.0,15.0,0.4386670990138669,0.016146260514620328,0.0014782459419764625,0.05947317222042078,0.4116771892345547,0.82,0.083,0.047,20,Small No Reviews
Positano Ristorante Pizza,40.753713700000006,-73.6560829,11596,Williston Park,NY,$$,4.0,113,"pizza,italian",1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,2,6.0,3.0,2.0,9.0,6.0,1.0,1.0,6.0,0.7685492801771872,0.005998523440383905,0.00036913990402362494,0.12504614248800294,0.052879291251384276,0.95,0.27899999999999997,0.038,20,Small No Reviews
Il Bacco,40.77109776,-73.73490305,11362,Little Neck,NY,$$$,3.5,221,"italian,pizza,wine_bars",1,Full Bar,1,Valet,1,1,0,Classy,Casual,2,14.0,5.0,2.0,18.0,18.0,3.0,3.0,16.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,45,Medium No Reviews
Greek Islands,40.771128000000004,-73.735284,11362,Little Neck,NY,$$$,4.0,106,"greek,mediterranean,seafood",1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,13.0,5.0,2.0,16.0,18.0,3.0,3.0,17.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,45,Small No Reviews
La Grotta Ristorante,40.7717034,-73.7343915,11362,Little Neck,NY,$$,4.0,47,italian,1,Full Bar,0,Valet,1,1,0,Casual,Casual,2,14.0,6.0,2.0,19.0,18.0,4.0,4.0,19.0,0.5007313505607021,0.013706051248713364,0.00048756704046806434,0.3597161276342164,0.07692724416273905,0.9229999999999999,0.218,0.04,20,Small No Reviews
Tonys Pizzeria & Restaurant,40.699286,-73.918724,11237,Brooklyn,NY,$,4.5,245,"pizza,italian",1,No,0,Street,1,0,0,Casual,Casual,2,15.0,4.0,21.0,36.0,37.0,18.0,1.0,27.0,0.10593788454827631,0.06577038220654949,0.0013774863628850074,0.061601190148217536,0.6658218083640972,0.598,0.06,0.096,10,Medium No Reviews
