,name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
3379,Harborside Restaurant and Grand Ballroom,33.60240608,-117.8990889,False,92661.0,Newport Beach,CA,$$,4.0,https://www.yelp.com/biz/harborside-restaurant-and-grand-ballroom-newport-beach-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,597,['restaurant_reservation'],"tradamerican,seafood,venues",zC7wAZAg8zgaisViw1LEDg,Harborside Restaurant and Grand Ballroom,"American (Traditional),Seafood,Venues & Event Spaces",$11-30,$11-30,,44,53,76,171,255,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,,9.0,1.0,9.0,8.0,,5.0,7.0,1.0,,,2.0,,,,,,,92661.0,3468.0,3335.0,30.0,7.0,65.0,8.0,7.0,59.0,233.0,99.0%,,26.6%,8.5%,24.6 minutes,39.8%,47.6%,0.0%,4.3%,8.3%
3380,Mi Casa ,33.63368565,-117.915031,False,92627.0,Costa Mesa,CA,$$,3.5,https://www.yelp.com/biz/mi-casa-costa-mesa-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,741,"['delivery', 'pickup']","mexican,bars",pISUVV-gtvBMImYC8C7qmg,Mi Casa,"Mexican,Bars",$11-30,$11-30,,132,104,103,164,238,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,,9.0,3.0,7.0,56.0,,6.0,6.0,4.0,10.0,,,7.0,3.0,,,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3381,Newport Landing Restaurant,33.603646000000005,-117.900842,False,92661.0,Newport Beach,CA,$$,3.5,https://www.yelp.com/biz/newport-landing-restaurant-and-oyster-bar-newport-beach?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,608,['restaurant_reservation'],"seafood,tradamerican,venues",wnYmNTECQ5ipwrVMwDi29w,Newport Landing Restaurant,"Seafood,American (Traditional),Venues & Event Spaces",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Garage, Street, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,,9.0,1.0,9.0,8.0,,6.0,7.0,1.0,,,2.0,,,,,,,92661.0,3468.0,3335.0,30.0,7.0,65.0,8.0,7.0,59.0,233.0,99.0%,,26.6%,8.5%,24.6 minutes,39.8%,47.6%,0.0%,4.3%,8.3%
3382,AnQi Gourmet Bistro,33.68888517,-117.8883145,False,92626.0,Costa Mesa,CA,$$$,3.5,https://www.yelp.com/biz/anqi-gourmet-bistro-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1686,[],"asianfusion,noodles,bars",ENMd3Xu6uu9stjRPvplmoA,AnQi Gourmet Bistro,"Asian Fusion,Noodles,Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Valet, Private Lot",,Yes,Yes,,Free,,Trendy,Dressy,Average,,4.0,1.0,4.0,3.0,1.0,5.0,8.0,,,1.0,,,8.0,,,,,92626.0,51866.0,27795.0,855.0,130.0,6326.0,274.0,104.0,1499.0,12358.0,91.4%,,13.3%,4.1%,22.2 minutes,40.3%,44.5%,1.1%,4.3%,9.7%
3383,Water Grill- South Coast Plaza,33.69105984,-117.8850578,False,92626.0,Costa Mesa,CA,$$$,4.0,https://www.yelp.com/biz/water-grill-south-coast-plaza-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1107,[],seafood,b6lMxCjNMS1rA9P5USG68w,Water Grill- South Coast Plaza,Seafood,$31-60,$31-60,,90,118,144,209,612,Yes,Full Bar,,No,,,Yes,Valet,,No,Yes,Yes,Free,,"Trendy, Classy, Upscale",Dressy,Average,,13.0,11.0,10.0,11.0,1.0,14.0,13.0,,2.0,3.0,1.0,2.0,11.0,,,,,92626.0,51866.0,27795.0,855.0,130.0,6326.0,274.0,104.0,1499.0,12358.0,91.4%,,13.3%,4.1%,22.2 minutes,40.3%,44.5%,1.1%,4.3%,9.7%
3384,BJ's Restaurant & Brewhouse,33.601561,-117.899597,False,92661.0,Newport Beach,CA,$$,3.5,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-newport-beach?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,199,['delivery'],"pizza,newamerican,breweries",AXVMySlI3W6q1a2dN_w46Q,BJ’s Restaurant & Brewhouse,"Pizza,American (New),Breweries",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,,9.0,1.0,9.0,7.0,,5.0,7.0,1.0,,,2.0,,,,,,,92661.0,3468.0,3335.0,30.0,7.0,65.0,8.0,7.0,59.0,233.0,99.0%,,26.6%,8.5%,24.6 minutes,39.8%,47.6%,0.0%,4.3%,8.3%
3385,Vaca,33.69205045,-117.8840182,False,92626.0,Costa Mesa,CA,$$$,4.0,https://www.yelp.com/biz/vaca-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,919,[],"tapasmallplates,spanish,steak",ZwkABJ3bpYwirX_WPUSpGQ,Vaca,"Tapas/Small Plates,Spanish,Steakhouses",$31-60,$31-60,,69,89,141,205,418,Yes,Full Bar,,No,,No,Yes,"Valet, Garage, Validated",,No,Yes,Yes,Free,,Trendy,Casual,Average,,16.0,12.0,9.0,9.0,1.0,16.0,10.0,,2.0,3.0,1.0,2.0,9.0,,,,,92626.0,51866.0,27795.0,855.0,130.0,6326.0,274.0,104.0,1499.0,12358.0,91.4%,,13.3%,4.1%,22.2 minutes,40.3%,44.5%,1.1%,4.3%,9.7%
3386,Seasons 52,33.689777,-117.887759,False,92626.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/seasons-52-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2353,[],"newamerican,wine_bars,seafood",4Loo2VFJCl_LzedcmhypOQ,Seasons 52,"American (New),Wine Bars,Seafood",$11-30,$11-30,,78,150,306,815,1005,Yes,Full Bar,,No,,,Yes,Valet,,Yes,Yes,,Free,,Classy,Casual,Average,Live,4.0,2.0,5.0,4.0,1.0,7.0,8.0,,,1.0,,,9.0,,,,,92626.0,51866.0,27795.0,855.0,130.0,6326.0,274.0,104.0,1499.0,12358.0,91.4%,,13.3%,4.1%,22.2 minutes,40.3%,44.5%,1.1%,4.3%,9.7%
3387,Greenleaf Gourmet Chopshop,33.63488222,-117.9165899,False,92627.0,Costa Mesa,CA,$$,3.5,https://www.yelp.com/biz/greenleaf-gourmet-chopshop-costa-mesa-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,848,"['delivery', 'pickup']","newamerican,salad,breakfast_brunch",9CB86CmH1IK4O2vv0Mokbw,Greenleaf Gourmet Chopshop,"American (New),Salad,Breakfast & Brunch",$11-30,$11-30,,88,90,109,239,324,Yes,Full Bar,,Yes,,,Yes,"Valet, Street, Private Lot",,Yes,No,,Free,,Casual,Casual,Average,,10.0,3.0,9.0,56.0,,6.0,8.0,2.0,13.0,,,6.0,3.0,,,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3388,Darbari Persian Grill,33.64223,-117.91705,False,92627.0,Costa Mesa,CA,$$,4.5,https://www.yelp.com/biz/darbari-persian-grill-costa-mesa-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,479,"['delivery', 'pickup']","persian,mediterranean",wcZidAaX6jDg0FCimuGv_Q,Darbari Persian Grill,"Persian/Iranian,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,,13.0,2.0,12.0,60.0,,10.0,8.0,2.0,12.0,1.0,,3.0,3.0,,5.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3389,Clemente Seafood Restaurant,33.699805100000006,-117.86930359999998,False,92707.0,Santa Ana,CA,$$,4.0,https://www.yelp.com/biz/clemente-seafood-restaurant-santa-ana?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,322,[],"seafood,mexican,burgers",UAr_rhm8LdzR78UL5wQtBw,Clemente Seafood Restaurant,"Seafood,Mexican,Burgers",$11-30,$11-30,,41,20,29,89,143,Yes,Beer & Wine Only,,No,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,,4.0,2.0,1.0,3.0,,13.0,2.0,3.0,3.0,,,2.0,,,,,,92707.0,62551.0,4646.0,491.0,84.0,3888.0,148.0,56.0,404.0,49775.0,57.6%,,3.2%,5.6%,24.0 minutes,44.7%,43.1%,2.6%,3.3%,6.3%
3390,Pizzeria Mozza,33.61631,-117.91147,False,92663.0,Newport Beach,CA,$$$,3.5,https://www.yelp.com/biz/pizzeria-mozza-newport-beach?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1144,[],"pizza,italian",F-7l8d4SsBO-gTC0X_Y3Cg,Pizzeria Mozza,"Pizza,Italian",$31-60,$31-60,,141,180,197,273,354,Yes,Full Bar,,No,,No,Yes,"Valet, Street",,Yes,Yes,,No,,,Casual,Average,,3.0,,4.0,12.0,,6.0,3.0,,1.0,,,4.0,,,,,,92663.0,22729.0,17741.0,186.0,46.0,915.0,42.0,51.0,468.0,2200.0,99.0%,,21.3%,5.8%,27.0 minutes,37.5%,41.6%,2.0%,5.0%,13.9%
3391,Quattro Caffe,33.69116162,-117.8892993,False,92626.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/quattro-caffe-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,350,[],italian,9fLQbD_4HfyKxu2XyN7osw,Quattro Caffe,Italian,$11-30,$11-30,,32,32,58,75,153,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage",,Yes,Yes,,Free,,,Casual,Average,,5.0,2.0,7.0,7.0,2.0,10.0,14.0,,1.0,2.0,,,10.0,,,,,92626.0,51866.0,27795.0,855.0,130.0,6326.0,274.0,104.0,1499.0,12358.0,91.4%,,13.3%,4.1%,22.2 minutes,40.3%,44.5%,1.1%,4.3%,9.7%
3392,Il Dolce Pizzeria & Restaurant,33.6436259,-117.9187387,False,92627.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/il-dolce-pizzeria-and-restaurant-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,359,[],"italian,pizza,gluten_free",ofVXQRCmtpC4XpbyMSc4Yw,Il Dolce Pizzeria & Restaurant,"Italian,Pizza,Gluten-Free",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,No,,Casual,,Average,,14.0,2.0,12.0,60.0,,11.0,8.0,1.0,14.0,1.0,1.0,3.0,3.0,,5.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3393,Eat Chow,33.64041,-117.91885,False,92627.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/eat-chow-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2067,[],"newamerican,breakfast_brunch",c1l7ond86j1AXrlAreatTA,Eat Chow,"American (New),Breakfast & Brunch",$11-30,$11-30,,72,105,245,706,945,Yes,Beer & Wine Only,,No,,Yes,Yes,Street,,Yes,No,,No,,"Hipster, Casual",Casual,Average,,14.0,2.0,15.0,60.0,1.0,10.0,12.0,2.0,15.0,2.0,1.0,4.0,3.0,,5.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3394,Amorelia Mexican Cafe,33.65453,-117.91844,False,92627.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/amorelia-mexican-cafe-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,670,[],"mexican,bars",JOtFwA2O1hKOCZ4ZbNxJfQ,Amorelia Mexican Cafe,"Mexican,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,,10.0,3.0,2.0,11.0,,14.0,3.0,5.0,2.0,,,,,,1.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3395,Pok√©works,33.69570374,-117.7993076,False,92604.0,Irvine,CA,$$,4.0,https://www.yelp.com/biz/pok%C3%A9works-irvine-7?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,445,"['delivery', 'pickup']","poke,hawaiian,seafood",aqEGAfBN4nN4cnUnHv_xvA,Pokéworks,"Poke,Hawaiian,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,Yes,Private Lot,,Yes,No,Yes,Free,,"Casual, Trendy",Casual,Average,,6.0,8.0,,10.0,1.0,9.0,4.0,2.0,1.0,,,4.0,1.0,,,,,92604.0,28989.0,13931.0,405.0,28.0,8428.0,46.0,92.0,1000.0,2923.0,95.7%,,25.6%,5.0%,23.7 minutes,33.2%,51.4%,0.9%,5.1%,9.4%
3396,Maggiano's Little Italy,33.69368,-117.887092,False,92626.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/maggianos-little-italy-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2223,['pickup'],"italian,bars",rRX1X97oL_dvC2IqyT4wQQ,Maggiano’s Little Italy,"Italian,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,Yes,Free,,Classy,Casual,Average,,17.0,7.0,10.0,22.0,1.0,16.0,13.0,1.0,2.0,4.0,,1.0,12.0,,,,,92626.0,51866.0,27795.0,855.0,130.0,6326.0,274.0,104.0,1499.0,12358.0,91.4%,,13.3%,4.1%,22.2 minutes,40.3%,44.5%,1.1%,4.3%,9.7%
3397,Waterline,33.614807,-117.913617,False,92663.0,Newport Beach,CA,$$$,4.0,https://www.yelp.com/biz/waterline-newport-beach-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,153,[],"seafood,bars,breakfast_brunch",2htjmDvv4amWRw_-4d5zXw,Waterline,"Seafood,Bars,Breakfast & Brunch",$31-60,$31-60,,12,12,7,25,98,Yes,Full Bar,,No,,No,Yes,"Valet, Street, Private Lot, Validated",,Yes,Yes,Yes,Free,,Upscale,Dressy,Quiet,,3.0,,3.0,2.0,,2.0,2.0,,,,,4.0,,,,,,92663.0,22729.0,17741.0,186.0,46.0,915.0,42.0,51.0,468.0,2200.0,99.0%,,21.3%,5.8%,27.0 minutes,37.5%,41.6%,2.0%,5.0%,13.9%
3398,Bella Cuba,33.6949201,-117.8856949,False,92704.0,Santa Ana,CA,$$,4.0,https://www.yelp.com/biz/bella-cuba-santa-ana?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1161,[],"cuban,latin,seafood",ViqIawvQKbfFYgCwLYYmGg,Bella Cuba,"Cuban,Latin American,Seafood",$11-30,$11-30,,47,60,136,417,501,Yes,Beer & Wine Only,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,,16.0,8.0,7.0,22.0,1.0,16.0,11.0,1.0,2.0,3.0,,1.0,10.0,,,,,92704.0,91283.0,7506.0,878.0,153.0,14615.0,257.0,90.0,718.0,63906.0,58.7%,,3.9%,5.0%,25.1 minutes,41.0%,46.0%,2.5%,3.7%,6.7%
3399,Santa Monica Seafood,33.63677,-117.91987,False,92627.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/santa-monica-seafood-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,659,[],"seafoodmarkets,seafood",Y6wYPXFOaU5LwNy6hHwfUQ,Santa Monica Seafood,"Seafood Markets,Seafood",$11-30,$11-30,,34,35,64,231,297,Yes,Beer & Wine Only,,No,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,,9.0,2.0,9.0,60.0,1.0,9.0,10.0,3.0,18.0,1.0,,4.0,4.0,,3.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3400,Golden Dragon,33.648074,-117.919852,False,92627.0,Costa Mesa,CA,$$,3.5,https://www.yelp.com/biz/golden-dragon-costa-mesa-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,407,['pickup'],"chinese,asianfusion,seafood",LxaG3YNe158FOjvm4-yvCQ,Golden Dragon,"Chinese,Asian Fusion,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,,4.0,1.0,1.0,13.0,,4.0,1.0,2.0,3.0,,,1.0,,,,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3401,Newport Rib Company,33.654140000000005,-117.918784,False,92627.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/newport-rib-company-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,634,['delivery'],"bbq,steak",LZuYiqsgD76qREsJfTw7fw,Newport Rib Company,"Barbeque,Steakhouses",$11-30,$11-30,,46,71,95,166,259,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,,10.0,3.0,2.0,11.0,,14.0,3.0,5.0,2.0,,,,,,1.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3402,Baja Fish Tacos,33.63607509,-117.9204462,False,92627.0,Costa Mesa,CA,$,4.5,https://www.yelp.com/biz/baja-fish-tacos-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,474,[],"seafood,mexican",6tdvC8X75c8GnC8gxf870A,Baja Fish Tacos,"Seafood,Mexican",Under $10,Under $10,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,,8.0,2.0,9.0,60.0,2.0,9.0,10.0,3.0,16.0,,,5.0,4.0,,1.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3403,Karl Strauss Brewing Company,33.6895175,-117.8959184,False,92626.0,Costa Mesa,CA,$$,4.0,https://www.yelp.com/biz/karl-strauss-brewing-company-costa-mesa-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1137,[],"newamerican,breweries",ghuDyzNfwVOxMxBbXC45iA,Karl Strauss Brewing Company,"American (New),Breweries",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,Yes,Garage,,Yes,Yes,,Free,,Casual,Casual,Average,,6.0,4.0,3.0,2.0,1.0,,5.0,,1.0,1.0,,2.0,2.0,,,,,92626.0,51866.0,27795.0,855.0,130.0,6326.0,274.0,104.0,1499.0,12358.0,91.4%,,13.3%,4.1%,22.2 minutes,40.3%,44.5%,1.1%,4.3%,9.7%
3404,Cucina Roma,33.638764,-117.921822,False,92627.0,Costa Mesa,CA,$$,3.5,https://www.yelp.com/biz/cucina-roma-costa-mesa?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,211,[],italian,iDO-EQ4SSiXH4M3jAdX9xw,Cucina Roma,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,,12.0,2.0,11.0,60.0,1.0,8.0,9.0,3.0,16.0,1.0,1.0,3.0,5.0,,5.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3405,Morton's The Steakhouse,33.6946115,-117.8906772,False,92704.0,Santa Ana,CA,$$$$,3.5,https://www.yelp.com/biz/mortons-the-steakhouse-santa-ana-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,828,[],"steak,venues,wine_bars",5MU7ibWRaGgofqip9x8u5g,Morton’s The Steakhouse,"Steakhouses,Venues & Event Spaces,Wine Bars",Above $61,Above $61,,108,110,147,197,266,Yes,Full Bar,,Yes,,,Yes,"Valet, Private Lot",,Yes,Yes,Yes,No,,"Classy, Upscale",Dressy,Average,,7.0,2.0,8.0,18.0,2.0,8.0,13.0,,2.0,1.0,,,8.0,,,,,92704.0,91283.0,7506.0,878.0,153.0,14615.0,257.0,90.0,718.0,63906.0,58.7%,,3.9%,5.0%,25.1 minutes,41.0%,46.0%,2.5%,3.7%,6.7%
3406,Pho Lantern Cafe,33.635256,-117.92274,False,92627.0,Costa Mesa,CA,$,4.0,https://www.yelp.com/biz/pho-lantern-cafe-costa-mesa-17?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,594,[],"vietnamese,seafood,beerbar",AYYcyGudbW8ioMj9fL6bBA,Pho Lantern Cafe,"Vietnamese,Seafood,Beer Bar",Under $10,Under $10,,38,34,51,152,319,Yes,Beer & Wine Only,,No,,,Yes,Private Lot,,Yes,No,Yes,No,,Casual,Casual,Average,,8.0,1.0,8.0,37.0,2.0,10.0,6.0,3.0,11.0,,,3.0,3.0,,1.0,,,92627.0,62885.0,29871.0,502.0,136.0,2201.0,216.0,143.0,1261.0,27180.0,80.7%,,10.4%,5.8%,23.3 minutes,42.0%,40.7%,1.8%,3.3%,12.2%
3407,Antonello Ristorante and Enoteca Lounge,33.6959758,-117.8902132,False,92704.0,Santa Ana,CA,$$$,4.0,https://www.yelp.com/biz/antonello-ristorante-and-enoteca-lounge-santa-ana-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,422,[],italian,OFV5lfeY-qYiqjgEdjLqMg,Antonello Ristorante and Enoteca Lounge,Italian,$31-60,$31-60,,20,27,39,84,253,Yes,Full Bar,,Yes,,,No,"Valet, Private Lot",,Yes,Yes,,Free,,Classy,Dressy,Average,,10.0,4.0,7.0,19.0,1.0,13.0,8.0,1.0,3.0,1.0,,,3.0,,,,,92704.0,91283.0,7506.0,878.0,153.0,14615.0,257.0,90.0,718.0,63906.0,58.7%,,3.9%,5.0%,25.1 minutes,41.0%,46.0%,2.5%,3.7%,6.7%
