,name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
971,Hops & Hominy,37.789312,-122.405731,False,94108.0,San Francisco,CA,$$,4.0,https://www.yelp.com/biz/hops-and-hominy-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1898,[],"southern,tradamerican,bars",AoxdFkE06fQs_ZP0S0VRPw,Hops & Hominy,"Southern,American (Traditional),Bars",$11-30,$11-30,"
                                96 out of 100
                            ",90,143,371,654,640,Yes,Full Bar,,No,,,Yes,"Garage, Street",,No,Yes,,No,,Trendy,Casual,Loud,,60.0,57.0,60.0,60.0,9.0,43.0,60.0,,44.0,2.0,13.0,51.0,22.0,1.0,1.0,,,94108.0,14914.0,4425.0,239.0,21.0,7933.0,23.0,25.0,289.0,813.0,72.5%,,16.3%,3.9%,28.2 minutes,45.0%,37.8%,1.7%,7.1%,8.4%
972,Sam's Grill & Seafood Restaurant,37.79101,-122.40357,False,94104.0,San Francisco,CA,$$$,3.5,https://www.yelp.com/biz/sams-grill-and-seafood-restaurant-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,335,[],"seafood,newamerican,bars",rae5BYOri8Def-VVYZzpSg,Sam’s Grill & Seafood Restaurant,"Seafood,American (New),Bars",$31-60,$31-60,"
                                93 out of 100
                            ",41,56,50,86,104,Yes,Full Bar,,No,,No,Yes,"Garage, Street",,Yes,Yes,Yes,No,,,Casual,Average,,60.0,60.0,60.0,60.0,11.0,60.0,60.0,,46.0,2.0,16.0,53.0,17.0,1.0,1.0,,,94104.0,496.0,132.0,12.0,1.0,226.0,0.0,0.0,4.0,31.0,73.2%,,14.6%,9.9%,30.1 minutes,40.9%,40.0%,7.6%,8.1%,3.3%
973,B44 Catalan Bistro,37.79131,-122.40363,False,94104.0,San Francisco,CA,$$$,3.5,https://www.yelp.com/biz/b44-catalan-bistro-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1002,"['pickup', 'restaurant_reservation', 'delivery']","spanish,catalan,cocktailbars",9GDwCGORwtpgiQJs3K72JA,B44 Catalan Bistro,"Spanish,Catalan,Cocktail Bars",$31-60,$31-60,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,Yes,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,12.0,60.0,60.0,,45.0,1.0,14.0,53.0,16.0,1.0,,,,94104.0,496.0,132.0,12.0,1.0,226.0,0.0,0.0,4.0,31.0,73.2%,,14.6%,9.9%,30.1 minutes,40.9%,40.0%,7.6%,8.1%,3.3%
974,Plouf,37.7913007,-122.4037085,False,94104.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/plouf-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1039,['restaurant_reservation'],"seafood,french,wine_bars",mZcxUJOnsKKhEiDaiAfyHg,Plouf,"Seafood,French,Wine Bars",$11-30,$11-30,"
                                81 out of 100
                            ",85,111,220,429,198,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,12.0,60.0,60.0,,45.0,2.0,14.0,54.0,16.0,1.0,,,,94104.0,496.0,132.0,12.0,1.0,226.0,0.0,0.0,4.0,31.0,73.2%,,14.6%,9.9%,30.1 minutes,40.9%,40.0%,7.6%,8.1%,3.3%
975,The Occidental Cigar Club,37.79163,-122.40365,False,94104.0,San Francisco,CA,$$,4.0,https://www.yelp.com/biz/the-occidental-cigar-club-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,291,[],"tobaccoshops,cigarbars",39DgSNLIaRSxZJGAl-nmGw,The Occidental Cigar Club,"Tobacco Shops,Cigar Bars",Moderate,Moderate,,30,7,11,83,160,Yes,Full Bar,,,,No,No,Street,,,No,,No,,,,Average,,60.0,60.0,60.0,60.0,12.0,60.0,60.0,,46.0,1.0,13.0,58.0,14.0,1.0,1.0,,,94104.0,496.0,132.0,12.0,1.0,226.0,0.0,0.0,4.0,31.0,73.2%,,14.6%,9.9%,30.1 minutes,40.9%,40.0%,7.6%,8.1%,3.3%
976,Credo,37.792134,-122.401989,False,94104.0,San Francisco,CA,$$,4.0,https://www.yelp.com/biz/credo-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,767,"['pickup', 'restaurant_reservation']","italian,bars",iXjbvsGyhGttLRaV6shP1g,Credo,"Italian,Bars",$11-30,$11-30,"
                                92 out of 100
                            ",26,76,168,259,238,Yes,Full Bar,,Yes,,No,Yes,"Garage, Street",,Yes,Yes,Yes,Free,,Trendy,Casual,Average,,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,53.0,2.0,11.0,56.0,12.0,3.0,1.0,,,94104.0,496.0,132.0,12.0,1.0,226.0,0.0,0.0,4.0,31.0,73.2%,,14.6%,9.9%,30.1 minutes,40.9%,40.0%,7.6%,8.1%,3.3%
977,SF Wraps,37.79058109,-122.404173,False,94108.0,San Francisco,CA,$,4.0,https://www.yelp.com/biz/sf-wraps-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,219,"['delivery', 'pickup']","mediterranean,hotdogs",3AC3j3K25rdYLDe3D2Ld4w,SF Wraps,"Mediterranean,Fast Food",Under $10,Under $10,,0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,,Average,,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,44.0,2.0,16.0,52.0,17.0,1.0,,,,94108.0,14914.0,4425.0,239.0,21.0,7933.0,23.0,25.0,289.0,813.0,72.5%,,16.3%,3.9%,28.2 minutes,45.0%,37.8%,1.7%,7.1%,8.4%
978,The Irish Bank Bar & Restaurant,37.79040417,-122.4046936,False,94108.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/the-irish-bank-bar-and-restaurant-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,971,[],"irish,irish_pubs",_GunRIpJwrm5aZWb6bHSsQ,The Irish Bank Bar & Restaurant,"Irish,Irish Pub",$11-30,$11-30,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,9.0,55.0,60.0,,43.0,2.0,17.0,51.0,21.0,1.0,,,,94108.0,14914.0,4425.0,239.0,21.0,7933.0,23.0,25.0,289.0,813.0,72.5%,,16.3%,3.9%,28.2 minutes,45.0%,37.8%,1.7%,7.1%,8.4%
979,Le Central,37.7905,-122.40502,False,94108.0,San Francisco,CA,$$$,3.5,https://www.yelp.com/biz/le-central-san-francisco-2?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,337,[],french,13mL2ubsel9-BB4oxa6MBw,Le Central,French,$31-60,$31-60,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,No,,,Casual,Average,,60.0,60.0,60.0,60.0,9.0,50.0,60.0,,44.0,2.0,16.0,56.0,21.0,1.0,,,,94108.0,14914.0,4425.0,239.0,21.0,7933.0,23.0,25.0,289.0,813.0,72.5%,,16.3%,3.9%,28.2 minutes,45.0%,37.8%,1.7%,7.1%,8.4%
980,Bob's Steak & Chop House,37.7931,-122.40317,False,94104.0,San Francisco,CA,$$$,3.5,https://www.yelp.com/biz/bobs-steak-and-chop-house-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,551,[],"steak,seafood",cj14YLKJk5fWDjYc6auZVg,Bob’s Steak & Chop House,"Steakhouses,Seafood",$31-60,$31-60,"
                                98 out of 100
                            ",30,72,119,169,161,Yes,Full Bar,,No,,,No,,,Yes,Yes,,No,,"Classy, Upscale",Dressy,Average,,60.0,60.0,60.0,60.0,12.0,60.0,60.0,,46.0,3.0,13.0,59.0,13.0,1.0,1.0,,,94104.0,496.0,132.0,12.0,1.0,226.0,0.0,0.0,4.0,31.0,73.2%,,14.6%,9.9%,30.1 minutes,40.9%,40.0%,7.6%,8.1%,3.3%
981,Locali Mediterranean,37.79199386,-122.3995799,False,94111.0,San Francisco,CA,$,4.0,https://www.yelp.com/biz/locali-mediterranean-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,221,"['delivery', 'pickup']","greek,mediterranean,halal",weV0R2I-nc73zbmkd-Etdw,Locali Mediterranean,"Greek,Mediterranean,Halal",Under $10,Under $10,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,8.0,60.0,60.0,,41.0,2.0,8.0,47.0,9.0,3.0,1.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
982,Palio d'Asti,37.79392,-122.40368,False,94111.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/palio-d-asti-san-francisco-2?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,498,[],"italian,desserts,wine_bars",Bs-uBmaaGhr3XF6uFXfAFw,Palio d’Asti,"Italian,Desserts,Wine Bars",$11-30,$11-30,"
                                98 out of 100
                            ",27,47,118,183,123,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,,60.0,60.0,60.0,60.0,13.0,60.0,60.0,,38.0,2.0,13.0,54.0,11.0,,5.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
983,Tadich Grill,37.79343156,-122.3994682,False,94111.0,San Francisco,CA,$$$,4.0,https://www.yelp.com/biz/tadich-grill-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,2189,"['pickup', 'delivery']","seafood,tradamerican",WxxE5kE8omgQhJE8sWIvmA,Tadich Grill,"Seafood,American (Traditional)",$31-60,$31-60,"
                                79 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,No,Yes,No,,Classy,Casual,Average,,60.0,60.0,57.0,56.0,10.0,60.0,60.0,,36.0,2.0,7.0,41.0,7.0,3.0,2.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
984,Perbacco,37.79345438,-122.3993366,False,94111.0,San Francisco,CA,$$$,4.0,https://www.yelp.com/biz/perbacco-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1929,[],"italian,bars",ztL8KI0ed0snCiK88ZUfNw,Perbacco,"Italian,Bars",$31-60,$31-60,"
                                85 out of 100
                            ",61,116,320,765,668,Yes,Full Bar,,Yes,,No,No,"Valet, Garage, Street",,No,Yes,Yes,No,,Classy,Dressy,Average,,60.0,60.0,55.0,56.0,10.0,60.0,60.0,,36.0,2.0,7.0,41.0,7.0,3.0,2.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
985,Barbacco,37.79359212,-122.3993386,False,94111.0,San Francisco,CA,$$,4.0,https://www.yelp.com/biz/barbacco-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1513,"['pickup', 'delivery']","italian,bars",Wd5ho0_FKk9n7uV8pSCYIg,Barbacco,"Italian,Bars",$11-30,$11-30,"
                                89 out of 100
                            ",57,88,248,694,426,Yes,Beer & Wine Only,,Yes,,,No,Valet,,Yes,Yes,,No,,Trendy,Casual,Average,,60.0,60.0,56.0,56.0,10.0,60.0,60.0,,37.0,1.0,7.0,40.0,7.0,3.0,2.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
986,Mangia Tutti Ristorante,37.79448,-122.40375,False,94111.0,San Francisco,CA,$$,4.0,https://www.yelp.com/biz/mangia-tutti-ristorante-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,376,"['pickup', 'restaurant_reservation']",italian,_mdxYZT1RDtKTZcYz9mo8g,Mangia Tutti Ristorante,Italian,$11-30,$11-30,"
                                94 out of 100
                            ",30,27,53,126,140,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,14.0,60.0,60.0,,35.0,3.0,16.0,51.0,9.0,,8.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
987,R&G Lounge,37.79412410000001,-122.4049374,False,94108.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/r-and-g-lounge-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,4091,['restaurant_reservation'],"chinese,seafood,soup",ka1_lat2boQwLMsOCiwGiA,R&G Lounge,"Chinese,Seafood,Soup",$11-30,$11-30,"
                                62 out of 100
                            ",359,334,754,1536,1113,Yes,Full Bar,,No,,,No,"Garage, Street, Validated",,Yes,Yes,,Free,,Casual,Casual,Loud,,60.0,60.0,60.0,60.0,13.0,60.0,60.0,,33.0,3.0,16.0,51.0,6.0,,8.0,,,94108.0,14914.0,4425.0,239.0,21.0,7933.0,23.0,25.0,289.0,813.0,72.5%,,16.3%,3.9%,28.2 minutes,45.0%,37.8%,1.7%,7.1%,8.4%
988,Fish & Farm,37.79499845,-122.4007469,False,94111.0,San Francisco,CA,$$,3.0,https://www.yelp.com/biz/fish-and-farm-san-francisco-2?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,206,"['delivery', 'pickup']","newamerican,seafood,breakfast_brunch",H-VZhA-SKTtuaFbG_U-qHQ,Fish & Farm,"American (New),Seafood,Breakfast & Brunch",$11-30,$11-30,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,,60.0,60.0,60.0,55.0,10.0,60.0,60.0,,36.0,2.0,7.0,42.0,7.0,2.0,2.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
989,Oolong Noodles Restaurant,37.795618,-122.40437,False,94111.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/oolong-noodles-restaurant-san-francisco-2?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,297,"['delivery', 'pickup']","sushi,noodles,seafood",CTKtRkISS8sF4Bd1UXyimw,Oolong Noodles Restaurant,"Sushi Bars,Noodles,Seafood",$11-30,$11-30,"
                                100 out of 100
                            ",43,35,64,78,77,Yes,Beer & Wine Only,,Yes,,No,No,"Garage, Street",,Yes,Yes,Yes,No,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,10.0,56.0,60.0,,26.0,3.0,16.0,47.0,4.0,,8.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
990,Nico,37.795885,-122.403146,False,94111.0,San Francisco,CA,$$$,4.0,https://www.yelp.com/biz/nico-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,239,[],"newamerican,french",aDM5I7syc0LR49nf7pLIXQ,Nico,"American (New),French",$31-60,$31-60,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,Yes,No,,,Casual,Average,,60.0,60.0,60.0,60.0,11.0,56.0,60.0,,34.0,3.0,15.0,39.0,6.0,,10.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
991,Grant Place Restaurant,37.79500961,-122.4061432,False,94108.0,San Francisco,CA,$$,2.5,https://www.yelp.com/biz/grant-place-restaurant-san-francisco-2?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,363,"['pickup', 'delivery']","dimsum,seafood,cantonese",zR_f2QngVJFu9kkRpxXvYQ,Grant Place Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                92 out of 100
                            ",166,53,46,61,37,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,8.0,55.0,60.0,,21.0,2.0,18.0,46.0,5.0,,8.0,,,94108.0,14914.0,4425.0,239.0,21.0,7933.0,23.0,25.0,289.0,813.0,72.5%,,16.3%,3.9%,28.2 minutes,45.0%,37.8%,1.7%,7.1%,8.4%
992,Ziggy's Burgers,37.7938716,-122.3966162,False,94111.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/ziggys-burgers-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,533,"['pickup', 'delivery']","burgers,newamerican,halal",Kk72llJNg0Ae85cEOmeSmA,Ziggy’s Burgers,"Burgers,American (New),Halal",$11-30,$11-30,"
                                82 out of 100
                            ",63,70,69,171,160,Yes,No,,No,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,,60.0,60.0,43.0,23.0,5.0,60.0,60.0,,24.0,1.0,5.0,26.0,7.0,2.0,3.0,,,94111.0,3481.0,2016.0,82.0,3.0,1350.0,2.0,4.0,63.0,193.0,92.3%,,32.9%,6.4%,27.8 minutes,41.2%,41.4%,0.2%,6.7%,10.5%
993,Imperial Palace,37.79516883,-122.4067772,False,94108.0,San Francisco,CA,$$,2.0,https://www.yelp.com/biz/imperial-palace-san-francisco-3?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,330,[],"dimsum,cantonese,seafood",cD7OpbJAVpfNF6cBKaoRbw,Imperial Palace,"Dim Sum,Cantonese,Seafood",$11-30,$11-30,"
                                74 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,9.0,55.0,60.0,,18.0,2.0,18.0,46.0,4.0,,8.0,,,94108.0,14914.0,4425.0,239.0,21.0,7933.0,23.0,25.0,289.0,813.0,72.5%,,16.3%,3.9%,28.2 minutes,45.0%,37.8%,1.7%,7.1%,8.4%
994,Trestle,37.796127,-122.404495,False,94133.0,San Francisco,CA,$$$,4.5,https://www.yelp.com/biz/trestle-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,722,[],newamerican,jcFf2ZnJYL0nWCdIpqiA-g,Trestle,American (New),$31-60,$31-60,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Trendy,Casual,Average,,60.0,60.0,60.0,60.0,10.0,56.0,60.0,,23.0,3.0,17.0,46.0,4.0,,8.0,,,94133.0,27885.0,10201.0,553.0,20.0,13530.0,41.0,48.0,534.0,1310.0,75.8%,,19.1%,4.7%,29.0 minutes,40.9%,42.5%,2.1%,7.3%,7.2%
995,Peninsula Seafood Restaurant,37.79595,-122.40574,False,94133.0,San Francisco,CA,$$,3.0,https://www.yelp.com/biz/peninsula-seafood-restaurant-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,196,[],"seafood,dimsum",8zVnG-g4dRNQtheaTv6t1Q,Peninsula Seafood Restaurant,"Seafood,Dim Sum",$11-30,$11-30,"
                                78 out of 100
                            ",55,29,35,50,26,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,18.0,2.0,17.0,41.0,4.0,,8.0,,,94133.0,27885.0,10201.0,553.0,20.0,13530.0,41.0,48.0,534.0,1310.0,75.8%,,19.1%,4.7%,29.0 minutes,40.9%,42.5%,2.1%,7.3%,7.2%
996,Roka Akor - San Francisco,37.79653914,-122.4038505,False,94133.0,San Francisco,CA,$$$$,4.0,https://www.yelp.com/biz/roka-akor-san-francisco-san-francisco-4?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1079,[],"steak,japanese,cocktailbars",qKVwVCJ_5D0iOxJYE9wSJw,Roka Akor - San Francisco,"Steakhouses,Japanese,Cocktail Bars",Above $61,Above $61,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street",,Yes,,,Free,,Upscale,Dressy,Average,,60.0,60.0,60.0,60.0,11.0,54.0,60.0,,21.0,3.0,15.0,42.0,4.0,,9.0,,,94133.0,27885.0,10201.0,553.0,20.0,13530.0,41.0,48.0,534.0,1310.0,75.8%,,19.1%,4.7%,29.0 minutes,40.9%,42.5%,2.1%,7.3%,7.2%
997,Great Eastern Restaurant,37.796085,-122.405968,False,94133.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/great-eastern-restaurant-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1840,"['pickup', 'restaurant_reservation']","dimsum,seafood,cantonese",QxHtdBOe3Kppf8tEd2Wm6A,Great Eastern Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                83 out of 100
                            ",249,217,390,687,297,Yes,Beer & Wine Only,,No,,No,No,"Street, Validated",,Yes,Yes,,No,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,18.0,2.0,17.0,41.0,4.0,,8.0,,,94133.0,27885.0,10201.0,553.0,20.0,13530.0,41.0,48.0,534.0,1310.0,75.8%,,19.1%,4.7%,29.0 minutes,40.9%,42.5%,2.1%,7.3%,7.2%
998,Z & Y Restaurant,37.79607647,-122.4060148,False,94133.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/z-and-y-restaurant-san-francisco-3?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,1386,['pickup'],"chinese,seafood,soup",GzOumj6_QOeQByuc_0yajQ,Z & Y Restaurant,"Chinese,Seafood,Soup",$11-30,$11-30,"
                                69 out of 100
                            ",197,116,206,454,416,Yes,Beer & Wine Only,,No,,,No,"Garage, Street",,Yes,Yes,,Free,,Casual,Casual,Average,,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,18.0,2.0,17.0,41.0,4.0,,8.0,,,94133.0,27885.0,10201.0,553.0,20.0,13530.0,41.0,48.0,534.0,1310.0,75.8%,,19.1%,4.7%,29.0 minutes,40.9%,42.5%,2.1%,7.3%,7.2%
999,Cafe Zoetrope,37.79655,-122.40498999999998,False,94133.0,San Francisco,CA,$$,3.5,https://www.yelp.com/biz/cafe-zoetrope-san-francisco?adjust_creative=OvRCQGmWRwMIvAEILCAnZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OvRCQGmWRwMIvAEILCAnZA,377,"['pickup', 'delivery', 'restaurant_reservation']","italian,pizza",CvmIfaftFA4bp0HBnwQ_bw,Cafe Zoetrope,"Italian,Pizza",$11-30,$11-30,"
                                88 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Intimate,Casual,Average,,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,22.0,2.0,17.0,41.0,5.0,,8.0,,,94133.0,27885.0,10201.0,553.0,20.0,13530.0,41.0,48.0,534.0,1310.0,75.8%,,19.1%,4.7%,29.0 minutes,40.9%,42.5%,2.1%,7.3%,7.2%
